eventSindID,eventDescription,eventDescriptionUkranianLang,eventDescriptionEnglishLang,ISODate,latitude2,longitude2,categoryHealthFacilitiesDamagedDestroyed,Infrastructure: Hospital,Infrastructure: Health Transport,Infrastructure: Other,HealthWorkersAttack: Health Building,HealthWorkersAttack: No Information,HealthWorkersAttack: Everyday Activities,HealthWorkersAttack: Outside Health Facility,categoryHealthInfrastructure,categoryHealthWorkersAttacked,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Health Workers Killed,Health Workers Kidnapped,Health Workers Arrested,Health Workers Injured,Health Workers Assaulted,Perpetrator of Attack,Type of Perpetrator,Weapon Used,Weapon Delivery
33113,"February 2022: A health facility, homes and other civilian infrastructure were damaged during fighting.","Лютий 2022 року: Під час бойових дій пошкоджено медичний заклад, житлові будинки та іншу цивільну інфраструктуру.","February 2022: during the fighting, medical institutions, dwellings and other civilian infrastructure were damaged.",2022-02-25 00:00:00,47.6406223336,37.6977825165,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation"",""Armed Forces of Ukraine""]","[""State Military""]","[""Combination""]","[""Ground-launched""]"
34154,"February 2022: In the dispensary of a primary care clinic, everything was burned. Access to the facility is unavailable.",Лютий 2022 року: В амбулаторії все згоріло. Доступ до закладу закритий.,February 2022: everything burned in the outpatient clinic.Access to the institution is closed.,2022-02-25 00:00:00,50.04457841,36.4676089,1,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",1,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No/OtherWeapon""]","[""Not Applicable""]"
31401,"25 February 2022: Three blood centre employees were injured, and a blood donor was killed, when a regional blood centre was hit by shelling. Staff moved all the equipment into the basement and some blood donors had to spend the night inside.","25 лютого 2022 року: Війська РФ обстріляли обласний центр крові. Троє медиків отримали поранення, одну людину (донора) вбито. Персонал переніс усе обладнання до підвалу, а деякі донори були змушені залишитися в центр на ніч. ","February 25, 2022: Russian troops fired at the regional blood center.Three doctors were injured, one person (donor) was killed.The staff moved all the equipment to the basement, and some donors were forced to stay in the center at night.",2022-02-25 00:00:00,50.0510285862,36.1869155854,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
31405,25 February 2022: An Oncology Centre was damaged by suspected shelling of Russian forces,25 лютого 2022: Внаслідок ймовірного обстрілу російських військ пошкоджено центр онкології.,"February 25, 2022: The Center for Oncology was damaged due to the likely shelling of Russian troops.",2022-02-25 00:00:00,46.83958878,35.37144051,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
34158,"February 2022: A primary care clinic (located in a 2-story building, in which there is not only an outpatient clinic) was hit. The building was broken, everything was stolen. The outpatient clinic is currently closed.","Лютий 2022 року: Обстріляна амбулаторія (розташована в 2-поверховій будівлі, в якій знаходиться не тільки амбулаторія). Будівля розбита, все викрадено. Наразі амбулаторія закрита.","February 2022: The fired outpatient clinic (located in a 2-storey building, which is not only an outpatient clinic).The building is broken, everything is stolen.The outpatient clinic is currently closed.",2022-02-25 00:00:00,49.9922635769,36.4528941995,1,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",1,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
31408,25 February 2022: An ambulance was shot at by Russian forces. ,"25 лютого 2022 року: Повідомляється, що бригади екстреної медичної допомоги потрапили під обстріл російських військ.","February 25, 2022: It is reported that emergency medical teams were fired by Russian troops.",2022-02-25 00:00:00,46.8344125,35.3665841,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Combination""]","[""Not Applicable""]"
31410,25 February 2022: Ambulances reportedly came under fire by Russian forces.,"25 лютого 2022 року: Повідомляється, що бригади екстреної медичної допомоги потрапили під обстріл російських військ.","February 25, 2022: It is reported that emergency medical teams were fired by Russian troops.",2022-02-25 00:00:00,50.178595,30.4924884,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Combination""]","[""Not Applicable""]"
34136,25 February 2022: A Children's Hospital was shot at and one hospital staff was injured. ,"25 лютого 2022: Дитяча лікарня зазнала обстрілу, внаслідок якого поранено медичного працівника.","February 25, 2022: A children's hospital was fired, which was injured by a healthcare professional.",2022-02-25 00:00:00,50.0490467974,36.1854317309,1,1,0,0,1,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":true,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,1,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
31421,26 February 2022: A driver died and a paramedic was injured when an ambulance was reportedly shot at and blown up by Russian Forces.,26 лютого 2022 року: Війська РФ обстріляли швидку. Внаслідок обстрілу було поранено фельдшера бригади та вбито водія.,"February 26, 2022: Russian troops fired at an ambulance.The shelling was wounded by a paramedic of the brigade and the driver was killed.",2022-02-26 00:00:00,46.16602225,34.8100373017,0,0,1,0,0,0,0,1,"{""hospital"":false,""healthTransport"":true,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":true}",0,0,1,0,0,1,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Firearm""]","[""Not Applicable""]"
31845,26 February 2022: An ambulance driver and a wounded patient were killed and a paramedic injured when the ambulance they were in was fired at by Russian military forces.,"26 лютого 2022 року: Російські війська обстріляли швидку, яка перевозила поранених. Водій та пацієнт загинули, фельдшера госпіталізовано до лікарні. ","February 26, 2022: Russian troops fired at an ambulance that transported the wounded.The driver and the patient were killed, the paramedic was hospitalized.",2022-02-26 00:00:00,47.4955164216,36.1347198036,0,0,1,0,0,0,0,1,"{""hospital"":false,""healthTransport"":true,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":true}",0,0,1,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Firearm""]","[""Not Applicable""]"
31844,26 February 2022: An ambulance was hit by open fire. Two people were wounded. ,26 лютого 2022: В результаті обстрілу швидкої поранено дві людини.,"February 26, 2022: Two people were injured as a result of an ambulance.",2022-02-26 00:00:00,49.60250085,34.5444922253,0,0,1,0,0,0,0,0,"{""hospital"":false,""healthTransport"":true,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Firearm""]","[""Not Applicable""]"
31447,26 February 2022: A children's hospital found guidance sensors for cruise missiles on all four sides of the building. The sensors were reportedly installed on January 18.,"26 лютого 2022 року: На будівлі дитячої лікарні було виявлено мітки для наведення ракет, які, ймовірно, було встановлено 18 січня 2022 року.","February 26, 2022: labels were found at the Children's Hospital building for missiles, which were probably installed on January 18, 2022.",2022-02-26 00:00:00,50.45155,30.481034,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
36760,26 February 2022: An ambulance driver was wounded when his ambulance was hit by Russian forces. ,February 2022: An ambulance driver was wounded when his ambulance was hit by Russian forces. ,February 2022: Ambulant Driver You Wunded Ugen GIS AMPLANT YOU HIT RUSIAN FRESES.,2022-02-26 00:00:00,50.4443876092,30.5241394043,0,0,0,0,0,0,0,1,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":true}",0,0,0,0,0,1,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34141,26 February 2022: An outpatient clinic was damaged by unidentified fragments. ,26 лютого 2022 року: Уламки невідомого походження пошкодили амбулаторію.,"February 26, 2022: The fragments of unknown origin were damaged by the outpatient clinic.",2022-02-26 00:00:00,50.9588051655,29.9359846337,1,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34139,"26 February 2022: A policlinic was hit by explosives, causing damage to the hot and cold water pipes. ",26 лютого 2022 року: Внаслідок вибуху пошкоджено водопостачання у поліклініці.,"February 26, 2022: Water supply in the clinic was damaged as a result of the explosion.",2022-02-26 00:00:00,50.0233955827,36.3632657912,1,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
36486,27 February 2022: A health warehouse was impacted by violence with heavy weapons.,27 лютого 2022 року: Медичний склад пошкоджено внаслідок насильства із застосуванням важкої зброї.,"February 27, 2022: The medical composition was damaged by violence with heavy weapons.",2022-02-27 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Combination""]",[null]
31455,27 February 2022: The vicinity of a hospital was hit by a Russian grad rocket.,"1 березня 2022 року: Територію поблизу лікарні обстріляв російський ""Град"". ","March 1, 2022: The territory near the hospital was fired by the Russian Grad.",2022-02-27 00:00:00,51.49466355,31.2950457914,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
31422,27 February 2022: Ambulances were denied access by the Russians from providing medical assistance to civilians who were shot,27 лютого 2022 року: Військові РФ не допустили машини швидкої допомоги для надання медичної допомоги пораненим цивільним.,"February 27, 2022: The military of the Russian Federation did not allow ambulances to provide medical care to the wounded civilians.",2022-02-27 00:00:00,50.9061116,34.796434,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Firearm""]","[""Not Applicable""]"
35008,27 February 2022: A nursing home was impacted by violence with heavy weapons.,27 лютого 2022 року: Відбувся обстріл будинку для людей літнього віку.,"February 27, 2022: A home for elderly people was fired.",2022-02-27 00:00:00,49.4871968,31.2718321,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
31846,27 February 2022: A paediatric dental clinic was destroyed amid an attack on a nearby central courtyard.,27 лютого 2022 року: Внаслідок обстрілу військ РФ було серйозно пошкоджено дитячу стоматологічну поліклініку.,"February 27, 2022: As a result of the shelling of the Russian troops, the children's dental clinic was seriously damaged.",2022-02-27 00:00:00,51.4913039711,31.294620026,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
31435,27 February 2022: A hospital was damaged by shelling from Russian forces.,27 лютого 2022 року: Внаслідок обстрілу військ РФ було пошкоджено заклад охорони здоров'я.,"February 27, 2022: As a result of the shelling of the Russian troops, the health care institution was damaged.",2022-02-27 00:00:00,47.6126,37.4865,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
33351,27 February 2022: An oncology centre was destroyed by Russian shelling. ,27 лютого 2022 року: Внаслідок обстрілу військами РФ було серйозно пошкоджено центр онкології.,"February 27, 2022: The Center for Oncology was seriously damaged as a result of shelling by Russian troops.",2022-02-27 00:00:00,50.0388609987,36.2803754897,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",1,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
36764,February 2022: An ambulance was fired at by Russian forces. They then shot into the air to scare the emergency medical team. ,"Лютий 2022 року: Російські війська обстріляли автомобіль екстреної медичної допомоги. Потім вони стріляли в повітря, щоб налякати бригаду екстреної медичної допомоги.",February 2022: Russian troops fired a car of emergency medical care.Then they fired in the air to scare the emergency medical team.,2022-02-27 00:00:00,50.9110427157,34.8026275635,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Firearm""]","[""Not Applicable""]"
31442,27 February 2022: Hospitals are running low on oxygen reserves as trucks are unable to transport supplies from plants to hospitals due to ongoing conflict.,Лютий 2022 року: Військові дії спричинили перебої з постачанням кисню до закладів охорони здоров'я.,February 2022: hostilities caused disruptions to supply oxygen to health care facilities.,2022-02-27 00:00:00,49.4871968,31.2718321,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
35053,"27 February 2022: An ambulance was shot at en route to an emergency call, damaging it and injuring a driver and a nurse.",27 лютого 2022 року: Обстріл автомобіля швидкої допомоги. ,"February 27, 2022: Emergency Embroidery.",2022-02-27 00:00:00,49.8607809,33.7498787,0,0,1,0,0,0,0,1,"{""hospital"":false,""healthTransport"":true,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":true}",0,0,0,0,0,2,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
35052,27 February 2022: Health care assets were seized from a pharmacy. Violence with heavy weapons reported. ,"27 лютого 2022 року: З аптеки викрадено вироби, також повідомлялося про насильство із застосуванням важкої зброї.","February 27, 2022: Products were stolen from the pharmacy and reported violence with heavy weapons.",2022-02-27 00:00:00,49.4871968,31.2718321,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34147,"27 February 2022: An emergency medical centre was struck by shelling, damaging its’ infrastructure, material items and documents. ","27 лютого 2022 року: Внаслідок обстрілів постраждав центр екстреної медичної допомоги, пошкоджено інфраструктуру центру, матеріальні цінності та документи.","February 27, 2022: The shelling of the emergency medical care was injured, the center's infrastructure, tangible assets and documents were damaged.",2022-02-27 00:00:00,51.5136168287,31.3502170205,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
34157,28 February 2022: A Primary Care Centre was shelled twice by Russians.,28 лютого 2022 року: Війська РФ обстріляли амбулаторію двічі протягом дня. ,"February 28, 2022: Russian troops fired at the outpatient clinic twice during the day.",2022-02-28 00:00:00,51.46836692,31.207568351,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
31448,"28 February 2022: A maternity hospital was reportedly hit by Russian shelling, causing significant damage to the hospital. Everyone was evacuated from the hospital and no injuries were reported.","28 лютого 2022 року: Війська РФ обстріляли пологовий будинок. Внаслідок обстрілу пошкоджено будівлю. Було проведено евакуацію, постраждалих не зафіксовано.","February 28, 2022: Russian troops fired a maternity hospital.The shelling damaged the building.Evacuation was carried out, no victims were recorded.",2022-02-28 00:00:00,50.4308319,30.0377636,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
35049,28 February 2022: Health supplies were taken from a pharmacy. ,28 лютого 2022 року: З аптеки вилучено медичні засоби.,"February 28, 2022: Medicines were removed from the pharmacy.",2022-02-28 00:00:00,49.4871968,31.2718321,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
35050,28 February 2022: Health care assets were seized from a pharmacy. Violence with heavy weapons reported. ,"28 лютого 2022 року: З аптеки викрадено медичні вироби, також повідомлялося про насильство із застосуванням важкої зброї.","February 28, 2022: Medical products were stolen from the pharmacy, and violence with heavy weapons was also reported.",2022-02-28 00:00:00,49.4871968,31.2718321,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
36771,February 2022: An ambulance came under fire from Russian forces as it was on its way to assist a patient. The ambulance driver was injured. ,"Лютий 2022 року: Автомобіль екстреної медичної допомоги потрапив під обстріл російських військ, коли їхав на виклик до пацієнта. Водій швидкої отримав поранення.",February 2022: an emergency car was fired by Russian troops when he was calling for a patient.The ambulance driver was injured.,2022-02-28 00:00:00,50.4500763879,30.3541528102,0,0,0,0,0,0,0,1,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":true}",0,0,0,0,0,1,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
